Reaction ID,Name,Equation,Lower Bound,Upper Bound
AHCYSNS,S-adenosylhomocysteine nucleosidase,ahcys_c + h2o_c --> ade_c + rhcys_c,0.0,1000.0
CYSTL,cystathionine b-lyase,cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c,0.0,1000.0
HSST,homoserine O-acetyltransferase,accoa_c + hom__L_c --> achms_c + coa_c,0.0,1000.0
METAT,methionine adenosyltransferase,atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c,0.0,1000.0
METS,methionine synthase,5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c,0.0,1000.0
METSOXR1,L-methionine-S-oxide reductase,BSU28500-MONOMER + metsox_S__L_c --> BSU28500-MONOMER_mod_Oxidized + h2o_c + met__L_c,0.0,1000.0
SHSL1,cystathionine gamma-synthase,cys__L_c + suchms_c --> cyst__L_c + h_c + succ_c,0.0,1000.0
GLYOX,hydroxyacylglutathione hydrolase,h2o_c + lgt_S_c --> gthrd_c + h_c + lac__D_c,0.0,1000.0
LGTHL,lactoylglutathione lyase,gthrd_c + mthgxl_c --> lgt_S_c,0.0,1000.0
MCTP1App,murein crosslinking transpeptidase 1A:(A2pm->D-ala),murein5p5p_c --> ala__D_c + murein5px4p_c,0.0,1000.0
MCTP1Bpp,murein crosslinking transpeptidase 1B:(A2pm->A2pm),murein5p5p_c --> alaala_c + murein5px3p_c,0.0,1000.0
MCTP2App,murein crosslinking transpeptidase 1A:(A2pm->D-ala),murein5p5p5p_c --> 2.0 ala__D_c + murein5px4px4p_c,0.0,1000.0
MDDCP3pp,"murein D,D-carboxypeptidase (murein5p5p)",h2o_c + murein5p5p_c --> ala__D_c + murein5p4p_c,0.0,1000.0
MDDCP4pp,"murein D,D-carboxypeptidase (murein5p4p)",h2o_c + murein5p4p_c --> ala__D_c + murein4p4p_c,0.0,1000.0
MDDCP5pp,"murein D,D-carboxypeptidase (murein5p3p)",h2o_c + murein5p3p_c --> ala__D_c + murein4p3p_c,0.0,1000.0
MPTG,murein polymerizing transglycosylase,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_e + 2.0 udcpdp_c,0.0,1000.0
MPTG2,murein polymerizing transglycosylase 2 (three linked units),murein5p5p_e + uaagmda_c --> h_c + murein5p5p5p_e + udcpdp_c,0.0,1000.0
AGM4PApp,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase,anhgm4p_c + h2o_c --> LalaDgluMdapDala_c + anhgm_c,0.0,1000.0
NHFRBO,NADH:flavorubredoxin oxidoreductase,h_c + nadh_c + 2.0 no_c --> h2o_c + n2o_c + nad_c,0.0,1000.0
NO3R1bpp,Nitrate reductase (Ubiquinol-8),no3_e + q8h2_c --> h2o_e + no2_e + q8_c,0.0,1000.0
NO3R2bpp,Nitrate reductase (Menaquinol-8),mql8_c + no3_e --> h2o_e + mqn8_c + no2_e,0.0,1000.0
NTRIR3pp,nitrite Reductase (Ubiquinole-8),2.0 h_e + no2_e + 3.0 q8h2_c --> 2.0 h2o_e + nh4_e + 3.0 q8_c,0.0,1000.0
NTRIR4pp,nitrite Reductase (Menaquinole-8),2.0 h_e + 3.0 mql8_c + no2_e --> 2.0 h2o_e + 3.0 mqn8_c + nh4_e,0.0,1000.0
3NTD2pp,3'-nucleotidase (UMP),3ump_c + h2o_c --> pi_c + uri_c,0.0,1000.0
3NTD4pp,3'-nucleotidase (CMP),3cmp_c + h2o_c --> cytd_c + pi_c,0.0,1000.0
3NTD7pp,3'-nucleotidase (AMP),3amp_c + h2o_c --> adn_c + pi_c,0.0,1000.0
3NTD9pp,3'-nucleotidase (GMP),3gmp_c + h2o_c --> gsn_c + pi_c,0.0,1000.0
ADK1,adenylate kinase,amp_c + atp_c <=> 2.0 adp_c,-1000.0,1000.0
ADK2,adenylate kinase,atp_c + damp_c <=> adp_c + dadp_c,-1000.0,1000.0
ADK3,adentylate kinase (GTP),amp_c + gtp_c <=> adp_c + gdp_c,-1000.0,1000.0
ADK4,adentylate kinase (ITP),amp_c + itp_c <=> adp_c + idp_c,-1000.0,1000.0
ADNCYC,adenylate cyclase,atp_c --> camp_c + ppi_c,0.0,1000.0
ADNK1,adenosine kinase,adn_c + atp_c --> adp_c + amp_c + h_c,0.0,1000.0
ADPRDP,ADPribose diphosphatase,adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c,0.0,1000.0
ADPT,adenine phosphoribosyltransferase,ade_c + prpp_c --> amp_c + ppi_c,0.0,1000.0
AMPN,AMP nucleosidase,amp_c + h2o_c --> ade_c + r5p_c,0.0,1000.0
AP5AH,Ap5A hydrolase,ap5a_c + h2o_c --> adp_c + atp_c + 2.0 h_c,0.0,1000.0
ATPHs,ATP amine hydrolysis (spontaneous),atp_c + h2o_c + h_c --> itp_c + nh4_c,0.0,1000.0
CYTDK2,cytidine kinase (GTP),cytd_c + gtp_c --> cmp_c + gdp_c + h_c,0.0,1000.0
CYTK1,cytidylate kinase (CMP),atp_c + cmp_c <=> adp_c + cdp_c,-1000.0,1000.0
CYTK2,cytidylate kinase (dCMP),atp_c + dcmp_c <=> adp_c + dcdp_c,-1000.0,1000.0
DCTPD,dCTP deaminase,dctp_c + h2o_c + h_c --> dutp_c + nh4_c,0.0,1000.0
DGK1,deoxyguanylate kinase (dGMP:ATP),atp_c + dgmp_c <=> adp_c + dgdp_c,-1000.0,1000.0
DTMPK,dTMP kinase,atp_c + dtmp_c <=> adp_c + dtdp_c,-1000.0,1000.0
DURIK1,deoxyuridine kinase (ATP:Deoxyuridine),atp_c + duri_c --> adp_c + dump_c + h_c,0.0,1000.0
DUTPDP,dUTP diphosphatase,dutp_c + h2o_c --> dump_c + h_c + ppi_c,0.0,1000.0
GK1,guanylate kinase (GMP:ATP),atp_c + gmp_c <=> adp_c + gdp_c,-1000.0,1000.0
GP4GH,Gp4G hydrolase,gp4g_c + h2o_c --> 2.0 gdp_c + 2.0 h_c,0.0,1000.0
GSNHYDRO,GSNHYDROLASE,gsn_c + h2o_c --> gua_c + rib__D_c,0.0,1000.0
GSNK,guanosine kinase,atp_c + gsn_c --> adp_c + gmp_c + h_c,0.0,1000.0
GTPHs,GTP amine hydrolysis (spontaneous),gtp_c + h2o_c + h_c --> nh4_c + xtp_c,0.0,1000.0
GUAPRT,guanine phosphoribosyltransferase,gua_c + prpp_c --> gmp_c + ppi_c,0.0,1000.0
HXPRT,hypoxanthine phosphoribosyltransferase (Hypoxanthine),hxan_c + prpp_c --> imp_c + ppi_c,0.0,1000.0
INSH,Inosine hydrolase,h2o_c + ins_c --> hxan_c + rib__D_c,0.0,1000.0
NDPK1,nucleoside-diphosphate kinase (ATP:GDP),atp_c + gdp_c <=> adp_c + gtp_c,-1000.0,1000.0
NDPK2,nucleoside-diphosphate kinase (ATP:UDP),atp_c + udp_c <=> adp_c + utp_c,-1000.0,1000.0
NDPK3,nucleoside-diphosphate kinase (ATP:CDP),atp_c + cdp_c <=> adp_c + ctp_c,-1000.0,1000.0
NDPK4,nucleoside-diphosphate kinase (ATP:dTDP),atp_c + dtdp_c <=> adp_c + dttp_c,-1000.0,1000.0
NDPK5,nucleoside-diphosphate kinase (ATP:dGDP),atp_c + dgdp_c <=> adp_c + dgtp_c,-1000.0,1000.0
NDPK6,nucleoside-diphosphate kinase (ATP:dUDP),atp_c + dudp_c <=> adp_c + dutp_c,-1000.0,1000.0
NDPK7,nucleoside-diphosphate kinase (ATP:dCDP),atp_c + dcdp_c <=> adp_c + dctp_c,-1000.0,1000.0
NDPK8,nucleoside-diphosphate kinase (ATP:dADP),atp_c + dadp_c <=> adp_c + datp_c,-1000.0,1000.0
NNATr,nicotinate-nucleotide adenylyltransferase,atp_c + h_c + nicrnt_c <=> dnad_c + ppi_c,-1000.0,1000.0
NTD1,5'-nucleotidase (dUMP),dump_c + h2o_c --> duri_c + pi_c,0.0,1000.0
NTD10,5'-nucleotidase (XMP),h2o_c + xmp_c --> pi_c + xtsn_c,0.0,1000.0
NTD11,5'-nucleotidase (IMP),h2o_c + imp_c --> ins_c + pi_c,0.0,1000.0
NTD12,5'-nucleotidase (dIMP),dimp_c + h2o_c --> din_c + pi_c,0.0,1000.0
NTD2,5'-nucleotidase (UMP),h2o_c + ump_c --> pi_c + uri_c,0.0,1000.0
NTD3,5'-nucleotidase (dCMP),dcmp_c + h2o_c --> dcyt_c + pi_c,0.0,1000.0
NTD4,5'-nucleotidase (CMP),cmp_c + h2o_c --> cytd_c + pi_c,0.0,1000.0
NTD5,5'-nucleotidase (dTMP),dtmp_c + h2o_c --> pi_c + thymd_c,0.0,1000.0
NTD6,5'-nucleotidase (dAMP),damp_c + h2o_c --> dad_2_c + pi_c,0.0,1000.0
NTD7,5'-nucleotidase (AMP),amp_c + h2o_c --> adn_c + pi_c,0.0,1000.0
NTD8,5'-nucleotidase (dGMP),dgmp_c + h2o_c --> dgsn_c + pi_c,0.0,1000.0
NTD9,5'-nucleotidase (GMP),gmp_c + h2o_c --> gsn_c + pi_c,0.0,1000.0
NTPP1,Nucleoside triphosphate pyrophosphorylase (dgtp),dgtp_c + h2o_c --> dgmp_c + h_c + ppi_c,0.0,1000.0
NTPP10,Nucleoside triphosphate pyrophosphorylase (ditp),ditp_c + h2o_c --> dimp_c + h_c + ppi_c,0.0,1000.0
NTPP11,Nucleoside triphosphate pyrophosphorylase (xtp),h2o_c + xtp_c --> h_c + ppi_c + xmp_c,0.0,1000.0
NTPP3,Nucleoside triphosphate pyrophosphorylase (dctp),dctp_c + h2o_c --> dcmp_c + h_c + ppi_c,0.0,1000.0
NTPP4,Nucleoside triphosphate pyrophosphorylase (ctp),ctp_c + h2o_c --> cmp_c + h_c + ppi_c,0.0,1000.0
NTPP5,Nucleoside triphosphate pyrophosphorylase (datp),datp_c + h2o_c --> damp_c + h_c + ppi_c,0.0,1000.0
NTPP9,Nucleoside triphosphate pyrophosphorylase (itp),h2o_c + itp_c --> h_c + imp_c + ppi_c,0.0,1000.0
NTPTP1,Nucleoside triphosphate tripolyhydrolase,dgtp_c + h2o_c --> dgsn_c + pppi_c,0.0,1000.0
NTPTP2,Nucleoside triphosphate tripolyhydrolase,gtp_c + h2o_c --> gsn_c + pppi_c,0.0,1000.0
RNDR1,ribonucleoside-diphosphate reductase (ADP),BSU28500-MONOMER + adp_c --> BSU28500-MONOMER_mod_Oxidized + dadp_c + h2o_c,0.0,1000.0
RNDR1b,ribonucleoside-diphosphate reductase (ADP) (glutaredoxin),adp_c + grxrd_c --> dadp_c + grxox_c + h2o_c,0.0,1000.0
RNDR2,ribonucleoside-diphosphate reductase (GDP),BSU28500-MONOMER + gdp_c --> BSU28500-MONOMER_mod_Oxidized + dgdp_c + h2o_c,0.0,1000.0
RNDR2b,ribonucleoside-diphosphate reductase (GDP) (glutaredoxin),gdp_c + grxrd_c --> dgdp_c + grxox_c + h2o_c,0.0,1000.0
RNDR3,ribonucleoside-diphosphate reductase (CDP),BSU28500-MONOMER + cdp_c --> BSU28500-MONOMER_mod_Oxidized + dcdp_c + h2o_c,0.0,1000.0
RNDR3b,ribonucleoside-diphosphate reductase (CDP) (glutaredoxin),cdp_c + grxrd_c --> dcdp_c + grxox_c + h2o_c,0.0,1000.0
RNDR4,ribonucleoside-diphosphate reductase (UDP),BSU28500-MONOMER + udp_c --> BSU28500-MONOMER_mod_Oxidized + dudp_c + h2o_c,0.0,1000.0
RNDR4b,ribonucleoside-diphosphate reductase (UDP) (glutaredoxin),grxrd_c + udp_c --> dudp_c + grxox_c + h2o_c,0.0,1000.0
RNTR2c,ribonucleoside-triphosphate reductase (GTP) (flavodoxin),fldrd_c + gtp_c --> dgtp_c + fldox_c + h2o_c,0.0,1000.0
RNTR3c,ribonucleoside-triphosphate reductase (CTP) (flavodoxin),ctp_c + fldrd_c --> dctp_c + fldox_c + h2o_c,0.0,1000.0
RNTR4c,ribonucleoside-triphosphate reductase (UTP) (flavodoxin),fldrd_c + utp_c --> dutp_c + fldox_c + h2o_c,0.0,1000.0
TMDS,thymidylate synthase,dump_c + mlthf_c --> dhf_c + dtmp_c,0.0,1000.0
UMPK,UMP kinase,atp_c + ump_c <=> adp_c + udp_c,-1000.0,1000.0
UPPRT,uracil phosphoribosyltransferase,prpp_c + ura_c --> ppi_c + ump_c,0.0,1000.0
URIDK2r,uridylate kinase (dUMP),atp_c + dump_c <=> adp_c + dudp_c,-1000.0,1000.0
XTSNH,Xanthosine hydrolase,h2o_c + xtsn_c --> rib__D_c + xan_c,0.0,1000.0
NTP1,nucleoside-triphosphatase (ATP),atp_c + h2o_c --> adp_c + h_c + pi_c,0.0,1000.0
NTP10,nucleoside-triphosphatase (ITP),h2o_c + itp_c --> h_c + idp_c + pi_c,0.0,1000.0
NTP11,nucleoside-triphosphatase (dITP),ditp_c + h2o_c --> didp_c + h_c + pi_c,0.0,1000.0
NTP12,nucleoside-triphosphatase (XTP),h2o_c + xtp_c --> h_c + pi_c + xdp_c,0.0,1000.0
NTP3,nucleoside-triphosphatase (GTP),gtp_c + h2o_c --> gdp_c + h_c + pi_c,0.0,1000.0
NTP5,nucleoside-triphosphatase (CTP),ctp_c + h2o_c --> cdp_c + h_c + pi_c,0.0,1000.0
NTPP2,Nucleoside triphosphate pyrophosphorylase (gtp),gtp_c + h2o_c --> gmp_c + h_c + ppi_c,0.0,1000.0
NTPP6,Nucleoside triphosphate pyrophosphorylase (atp),atp_c + h2o_c --> amp_c + h_c + ppi_c,0.0,1000.0
NTPP7,Nucleoside triphosphate pyrophosphorylase (dttp),dttp_c + h2o_c --> dtmp_c + h_c + ppi_c,0.0,1000.0
NTPP8,Nucleoside triphosphate pyrophosphorylase (utp),h2o_c + utp_c --> h_c + ppi_c + ump_c,0.0,1000.0
ATPS4rpp,ATP synthase (four protons for one ATP),adp_c + 4.0 h_e + pi_c <=> atp_c + h2o_c + 3.0 h_c,-1000.0,1000.0
CAT,catalase,2.0 h2o2_c --> 2.0 h2o_c + o2_c,0.0,0.0
CRNCAL2,Carnitine-CoA Ligase,atp_c + coa_c + crn_c --> adp_c + crncoa_c + pi_c,0.0,1000.0
CRNDCAL2,D-Carnitine-CoA Ligase,atp_c + coa_c + crn__D_c --> adp_c + crnDcoa_c + pi_c,0.0,1000.0
CTBTCAL2,Crotonobetaine-CoA Ligase,atp_c + coa_c + ctbt_c --> adp_c + ctbtcoa_c + pi_c,0.0,1000.0
CYTBD2pp,cytochrome oxidase bd (menaquinol-8: 2 protons),2.0 h_c + mql8_c + 0.5 o2_c --> h2o_c + 2.0 h_e + mqn8_c,0.0,1000.0
CYTBDpp,cytochrome oxidase bd (ubiquinol-8: 2 protons),2.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 2.0 h_e + q8_c,0.0,1000.0
CYTBO3_4pp,cytochrome oxidase bo3 (ubiquinol-8: 4 protons),4.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 4.0 h_e + q8_c,0.0,1000.0
DMSOR1pp,Dimethyl sulfoxide reductase (Menaquinol 8),dmso_e + mql8_c --> dms_e + h2o_e + mqn8_c,0.0,1000.0
DMSOR2pp,Dimethyl sulfoxide reductase (Demethylmenaquinol 8),2dmmql8_c + dmso_e --> 2dmmq8_c + dms_e + h2o_e,0.0,1000.0
FDH4pp,formate dehydrogenase (quinone-8),for_e + 2.0 h_c + q8_c --> co2_c + h_e + q8h2_c,0.0,1000.0
FDH5pp,Formate Dehydrogenase (menaquinone-8),for_e + 2.0 h_c + mqn8_c --> co2_c + h_e + mql8_c,0.0,1000.0
G3PD5,glycerol-3-phosphate dehydrogenase (ubiquinone-8),glyc3p_c + q8_c --> dhap_c + q8h2_c,0.0,1000.0
G3PD6,glycerol-3-phosphate dehydrogenase (menaquinone-8),glyc3p_c + mqn8_c --> dhap_c + mql8_c,0.0,1000.0
G3PD7,glycerol-3-phosphate dehydrogenase (demethylmenaquinone-8),2dmmq8_c + glyc3p_c --> 2dmmql8_c + dhap_c,0.0,1000.0
HYD1pp,hydrogenase (ubiquinone-8: 2 protons),h2_c + 2.0 h_c + q8_c --> 2.0 h_e + q8h2_c,0.0,1000.0
HYD2pp,Hydrogenase (menaquinone8: 2 protons),h2_c + 2.0 h_c + mqn8_c --> 2.0 h_e + mql8_c,0.0,1000.0
HYD3pp,Hydrogenase (Demethylmenaquinone-8: 2 protons),2dmmq8_c + h2_c + 2.0 h_c --> 2dmmql8_c + 2.0 h_e,0.0,1000.0
LDH_D2,D-lactate dehydrogenase,lac__D_c + q8_c --> pyr_c + q8h2_c,0.0,1000.0
NADH10,NADH dehydrogenase (menaquinone-8 & 0 protons),h_c + mqn8_c + nadh_c --> mql8_c + nad_c,0.0,1000.0
NADH16pp,NADH dehydrogenase (ubiquinone-8 & 3 protons),4.0 h_c + nadh_c + q8_c --> 3.0 h_e + nad_c + q8h2_c,0.0,1000.0
NADH17pp,NADH dehydrogenase (menaquinone-8 & 3 protons),4.0 h_c + mqn8_c + nadh_c --> 3.0 h_e + mql8_c + nad_c,0.0,1000.0
NADH18pp,NADH dehydrogenase (demethylmenaquinone-8 & 3 protons),2dmmq8_c + 4.0 h_c + nadh_c --> 2dmmql8_c + 3.0 h_e + nad_c,0.0,1000.0
NADH5,NADH dehydrogenase (ubiquinone-8 ),h_c + nadh_c + q8_c --> nad_c + q8h2_c,0.0,1000.0
NADH9,NADH dehydrogenase (demethylmenaquinone-8 & 0 protons),2dmmq8_c + h_c + nadh_c --> 2dmmql8_c + nad_c,0.0,1000.0
NADPHQR2,NADPH Quinone Reductase (Ubiquinone-8),h_c + nadph_c + q8_c --> nadp_c + q8h2_c,0.0,1000.0
NADPHQR3,NADPH Quinone Reductase (Menaquinone-8),h_c + mqn8_c + nadph_c --> mql8_c + nadp_c,0.0,1000.0
NADPHQR4,NADPH Quinone Reductase (2-Demethylmenaquinone-8),2dmmq8_c + h_c + nadph_c --> 2dmmql8_c + nadp_c,0.0,1000.0
NO3R1pp,Nitrate reductase (Ubiquinol-8),2.0 h_c + no3_c + q8h2_c --> h2o_c + 2.0 h_e + no2_c + q8_c,0.0,1000.0
NO3R2pp,Nitrate reductase (Menaquinol-8),2.0 h_c + mql8_c + no3_c --> h2o_c + 2.0 h_e + mqn8_c + no2_c,0.0,1000.0
NTRIR2x,nitrite Reductase (NADH),5.0 h_c + 3.0 nadh_c + no2_c --> 2.0 h2o_c + 3.0 nad_c + nh4_c,0.0,1000.0
POX,pyruvate oxidase,h2o_c + pyr_c + q8_c --> ac_c + co2_c + q8h2_c,0.0,1000.0
PPKr,polyphosphate kinase,atp_c + pi_c <=> adp_c + ppi_c,-1000.0,1000.0
SPODM,superoxide dismutase,2.0 h_c + 2.0 o2s_c --> h2o2_c + o2_c,0.0,0.0
SUCDi,succinate dehydrogenase (irreversible),q8_c + succ_c --> fum_c + q8h2_c,0.0,1000.0
TMAOR1pp,Trimethylamine N-oxide reductase (menaquinol 8),h_e + mql8_c + tmao_e --> h2o_e + mqn8_c + tma_e,0.0,1000.0
TMAOR2pp,Trimethylamine N-oxide reductase (demethylmenaquinol 8),2dmmql8_c + h_e + tmao_e --> 2dmmq8_c + h2o_e + tma_e,0.0,1000.0
TRDR,thioredoxin reductase (NADPH),BSU28500-MONOMER_mod_Oxidized + h_c + nadph_c --> BSU28500-MONOMER + nadp_c,0.0,1000.0
L_LACD2,L-Lactate dehydrogenase (ubiquinone),lac__L_c + q8_c --> pyr_c + q8h2_c,0.0,1000.0
L_LACD3,L-Lactate dehydrogenase (menaquinone),lac__L_c + mqn8_c --> mql8_c + pyr_c,0.0,1000.0
G6PDH2r,glucose 6-phosphate dehydrogenase,g6p_c + nadp_c <=> 6pgl_c + h_c + nadph_c,-1000.0,1000.0
GND,phosphogluconate dehydrogenase,6pgc_c + nadp_c --> co2_c + nadph_c + ru5p__D_c,0.0,1000.0
PGL,6-phosphogluconolactonase,6pgl_c + h2o_c --> 6pgc_c + h_c,0.0,1000.0
RPE,ribulose 5-phosphate 3-epimerase,ru5p__D_c <=> xu5p__D_c,-1000.0,1000.0
RPI,ribose-5-phosphate isomerase,r5p_c <=> ru5p__D_c,-1000.0,1000.0
TALA,transaldolase,g3p_c + s7p_c <=> e4p_c + f6p_c,-1000.0,1000.0
TKT1,transketolase,r5p_c + xu5p__D_c <=> g3p_c + s7p_c,-1000.0,1000.0
TKT2,transketolase,e4p_c + xu5p__D_c <=> f6p_c + g3p_c,-1000.0,1000.0
ADSL1r,adenylsuccinate lyase,dcamp_c <=> amp_c + fum_c,-1000.0,1000.0
ADSL2r,adenylosuccinate lyase,25aics_c <=> aicar_c + fum_c,-1000.0,1000.0
ADSS,adenylosuccinate synthase,asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c,0.0,1000.0
AICART,phosphoribosylaminoimidazolecarboxamide formyltransferase,10fthf_c + aicar_c <=> fprica_c + thf_c,-1000.0,1000.0
AIRC2,phosphoribosylaminoimidazole carboxylase,air_c + atp_c + hco3_c --> 5caiz_c + adp_c + h_c + pi_c,0.0,1000.0
AIRC3,phosphoribosylaminoimidazole carboxylase (mutase rxn),5aizc_c <=> 5caiz_c,-1000.0,1000.0
ASPCT,aspartate carbamoyltransferase,asp__L_c + cbp_c --> cbasp_c + h_c + pi_c,0.0,1000.0
CTPS2,CTP synthase (glutamine),atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c,0.0,1000.0
DHORD2,dihydoorotic acid dehydrogenase (quinone8),dhor__S_c + q8_c --> orot_c + q8h2_c,0.0,1000.0
DHORD5,dihydroorotic acid (menaquinone-8),dhor__S_c + mqn8_c --> mql8_c + orot_c,0.0,1000.0
DHORTS,dihydroorotase,dhor__S_c + h2o_c <=> cbasp_c + h_c,-1000.0,1000.0
GARFT,phosphoribosylglycinamide formyltransferase,10fthf_c + gar_c <=> fgam_c + h_c + thf_c,-1000.0,1000.0
GART,GAR transformylase-T,atp_c + for_c + gar_c --> adp_c + fgam_c + h_c + pi_c,0.0,1000.0
GLUPRT,glutamine phosphoribosyldiphosphate amidotransferase,gln__L_c + h2o_c + prpp_c --> glu__L_c + ppi_c + pram_c,0.0,1000.0
GMPS2,GMP synthase,atp_c + gln__L_c + h2o_c + xmp_c --> amp_c + glu__L_c + gmp_c + 2.0 h_c + ppi_c,0.0,1000.0
IMPC,IMP cyclohydrolase,h2o_c + imp_c <=> fprica_c,-1000.0,1000.0
IMPD,IMP dehydrogenase,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,0.0,1000.0
OMPDC,orotidine-5'-phosphate decarboxylase,h_c + orot5p_c --> co2_c + ump_c,0.0,1000.0
ORPT,orotate phosphoribosyltransferase,orot5p_c + ppi_c <=> orot_c + prpp_c,-1000.0,1000.0
PRAGSr,phosphoribosylglycinamide synthase,atp_c + gly_c + pram_c <=> adp_c + gar_c + h_c + pi_c,-1000.0,1000.0
PRAIS,phosphoribosylaminoimidazole synthase,atp_c + fpram_c --> adp_c + air_c + 2.0 h_c + pi_c,0.0,1000.0
PRASCSi,phosphoribosylaminoimidazolesuccinocarboxamide synthase,5aizc_c + asp__L_c + atp_c --> 25aics_c + adp_c + h_c + pi_c,0.0,1000.0
PRFGS,phosphoribosylformylglycinamidine synthase,atp_c + fgam_c + gln__L_c + h2o_c --> adp_c + fpram_c + glu__L_c + h_c + pi_c,0.0,1000.0
ACALD,acetaldehyde dehydrogenase (acetylating),acald_c + coa_c + nad_c <=> accoa_c + h_c + nadh_c,-1000.0,1000.0
ACKr,acetate kinase,ac_c + atp_c <=> actp_c + adp_c,-1000.0,1000.0
ALCD2x,alcohol dehydrogenase (ethanol),etoh_c + nad_c <=> acald_c + h_c + nadh_c,-1000.0,1000.0
FHL,Formate-hydrogen lyase,for_c + h_c --> co2_c + h2_c,0.0,0.0
LDH_D,D-lactate dehydrogenase,lac__D_c + nad_c <=> h_c + nadh_c + pyr_c,-1000.0,1000.0
OAADC,oxaloacetate decarboxylase,h_c + oaa_c --> co2_c + pyr_c,0.0,1000.0
PTAr,phosphotransacetylase,accoa_c + pi_c <=> actp_c + coa_c,-1000.0,1000.0
LDH,L-lactate dehydrogenase,h_c + nadh_c + pyr_c --> lac__L_c + nad_c,0.0,1000.0
ASAD,aspartate-semialdehyde dehydrogenase,aspsa_c + nadp_c + pi_c <=> 4pasp_c + h_c + nadph_c,-1000.0,1000.0
ASPK,aspartokinase,asp__L_c + atp_c <=> 4pasp_c + adp_c,-1000.0,1000.0
DAPDC,diaminopimelate decarboxylase,26dap__M_c + h_c --> co2_c + lys__L_c,0.0,1000.0
DAPDH,diaminopimelate dehydrogenase,2.0 h_c + nadph_c + nh4_c + thdp_c --> 26dap__M_c + nadp_c,0.0,1000.0
DAPE,diaminopimelate epimerase,26dap_LL_c <=> 26dap__M_c,-1000.0,1000.0
DHDPRy,dihydrodipicolinate reductase (NADPH),23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c,0.0,1000.0
DHDPS,dihydrodipicolinate synthase,aspsa_c + pyr_c --> 23dhdp_c + 2.0 h2o_c + h_c,0.0,1000.0
HSDy,homoserine dehydrogenase (NADPH),hom__L_c + nadp_c <=> aspsa_c + h_c + nadph_c,-1000.0,1000.0
HSK,homoserine kinase,atp_c + hom__L_c --> adp_c + h_c + phom_c,0.0,1000.0
SDPDS,succinyl-diaminopimelate desuccinylase,h2o_c + sl26da_c --> 26dap_LL_c + succ_c,0.0,1000.0
SDPTA,succinyldiaminopimelate transaminase,akg_c + sl26da_c <=> glu__L_c + sl2a6o_c,-1000.0,1000.0
THDPS,tetrahydrodipicolinate succinylase,h2o_c + succoa_c + thdp_c --> coa_c + sl2a6o_c,0.0,1000.0
THRS,threonine synthase,h2o_c + phom_c --> pi_c + thr__L_c,0.0,1000.0
26DAHtex,"meso-2,6-Diaminoheptanedioate transport via diffusion",26dap__M_e <=> 26dap__M_c,-1000.0,1000.0
3AMPtex,3AMP transport via diffusion,3amp_e <=> 3amp_c,-1000.0,1000.0
3CMPtex,3CMP transport via diffusion,3cmp_e <=> 3cmp_c,-1000.0,1000.0
3GMPtex,3GMP transport via diffusion,3gmp_e <=> 3gmp_c,-1000.0,1000.0
3UMPtex,3UMP transport via diffusion,3ump_e <=> 3ump_c,-1000.0,1000.0
ABUTt2pp,4-aminobutyrate transport in via proton symport,4abut_e + h_e --> 4abut_c + h_c,0.0,1000.0
ABUTtex,4-aminobutyrate transport via diffusion,4abut_e <=> 4abut_c,-1000.0,1000.0
ACALDtpp,acetaldehyde reversible transport,acald_e <=> acald_c,-1000.0,1000.0
ACGAM1Ptex,N-acetyl-D-glucosamine 1-phosphate transport via diffusion,acgam1p_e <=> acgam1p_c,-1000.0,1000.0
ACGAptspp,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS,acgam_e + pep_c --> acgam6p_c + pyr_c,0.0,1000.0
ACGAtex,N-Acetyl-D-glucosamine transport via diffusion,acgam_e <=> acgam_c,-1000.0,1000.0
ACMANAptspp,N-acetyl-D-mannosamine transport via PTS,acmana_e + pep_c --> acmanap_c + pyr_c,0.0,1000.0
ACMANAtex,N-acetyl-D-mannosamine transport via diffusion,acmana_e <=> acmana_c,-1000.0,1000.0
ACMUMptspp,N-acetylmuramate transport via PEP:Pyr PTS,acmum_e + pep_c --> acmum6p_c + pyr_c,0.0,1000.0
ACSERtex,O-Acetyl-L-serine transport via diffusion,acser_e <=> acser_c,-1000.0,1000.0
ACt2rpp,acetate reversible transport via proton symport,ac_e + h_e <=> ac_c + h_c,-1000.0,1000.0
ADEt2rpp,adenine transport via proton symport (reversible),ade_e + h_e <=> ade_c + h_c,-1000.0,1000.0
ADNt2rpp,"adenosine transport in via proton symport, reversible",adn_e + h_e <=> adn_c + h_c,-1000.0,1000.0
